순번,API 통신방식,메뉴 위치,API 명,API ID,실전 TR_ID,모의 TR_ID,HTTP Method,URL 명,실전 Domain,모의 Domain
18,REST,[국내주식] 주문/계좌,매수가능조회,v1_국내주식-007,TTTC8908R,VTTC8908R,GET,/uapi/domestic-stock/v1/trading/inquire-psbl-order,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
19,REST,[국내주식] 주문/계좌,기간별손익일별합산조회,v1_국내주식-052,TTTC8708R,모의투자 미지원,GET,/uapi/domestic-stock/v1/trading/inquire-period-profit,https://openapi.koreainvestment.com:9443,모의투자 미지원
20,REST,[국내주식] 주문/계좌,주식주문(현금),v1_국내주식-001,(매도) TTTC0011U (매수) TTTC0012U,(매도) VTTC0011U (매수) VTTC0012U,POST,/uapi/domestic-stock/v1/trading/order-cash,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
21,REST,[국내주식] 주문/계좌,매도가능수량조회,국내주식-165,TTTC8408R,모의투자 미지원,GET,/uapi/domestic-stock/v1/trading/inquire-psbl-sell,https://openapi.koreainvestment.com:9443,모의투자 미지원
22,REST,[국내주식] 주문/계좌,주식일별주문체결조회,v1_국내주식-005,(3개월이내) TTTC0081R (3개월이전) CTSC9215R,(3개월이내) VTTC0081R (3개월이전) VTSC9215R,GET,/uapi/domestic-stock/v1/trading/inquire-daily-ccld,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
23,REST,[국내주식] 주문/계좌,주식정정취소가능주문조회,v1_국내주식-004,TTTC0084R,모의투자 미지원,GET,/uapi/domestic-stock/v1/trading/inquire-psbl-rvsecncl,https://openapi.koreainvestment.com:9443,모의투자 미지원
24,REST,[국내주식] 주문/계좌,주식예약주문,v1_국내주식-017,CTSC0008U,모의투자 미지원,POST,/uapi/domestic-stock/v1/trading/order-resv,https://openapi.koreainvestment.com:9443,모의투자 미지원
25,REST,[국내주식] 주문/계좌,주식주문(신용),v1_국내주식-002,(매도) TTTC0051U (매수) TTTC0052U,모의투자 미지원,POST,/uapi/domestic-stock/v1/trading/order-credit,https://openapi.koreainvestment.com:9443,모의투자 미지원
26,REST,[국내주식] 주문/계좌,퇴직연금 잔고조회,v1_국내주식-036,TTTC2208R,모의투자 미지원,GET,/uapi/domestic-stock/v1/trading/pension/inquire-balance,https://openapi.koreainvestment.com:9443,모의투자 미지원
27,REST,[국내주식] 주문/계좌,주식잔고조회_실현손익,v1_국내주식-041,TTTC8494R,모의투자 미지원,GET,/uapi/domestic-stock/v1/trading/inquire-balance-rlz-pl,https://openapi.koreainvestment.com:9443,모의투자 미지원
28,REST,[국내주식] 기본시세,주식현재가 일자별,v1_국내주식-010,FHKST01010400,FHKST01010400,GET,/uapi/domestic-stock/v1/quotations/inquire-daily-price,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
29,REST,[국내주식] 기본시세,주식현재가 시세,v1_국내주식-008,FHKST01010100,FHKST01010100,GET,/uapi/domestic-stock/v1/quotations/inquire-price,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
30,REST,[국내주식] 기본시세,국내주식 시간외현재가,국내주식-076,FHPST02300000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-overtime-price,https://openapi.koreainvestment.com:9443,모의투자 미지원
31,REST,[국내주식] 기본시세,ETF 구성종목시세,국내주식-073,FHKST121600C0,모의투자 미지원,GET,/uapi/etfetn/v1/quotations/inquire-component-stock-price,https://openapi.koreainvestment.com:9443,모의투자 미지원
32,REST,[국내주식] 기본시세,주식현재가 시간외시간별체결,v1_국내주식-025,FHPST02310000,FHPST02310000,GET,/uapi/domestic-stock/v1/quotations/inquire-time-overtimeconclusion,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
33,REST,[국내주식] 기본시세,NAV 비교추이(종목),v1_국내주식-069,FHPST02440000,모의투자 미지원,GET,/uapi/etfetn/v1/quotations/nav-comparison-trend,https://openapi.koreainvestment.com:9443,모의투자 미지원
34,REST,[국내주식] 기본시세,주식현재가 시간외일자별주가,v1_국내주식-026,FHPST02320000,FHPST02320000,GET,/uapi/domestic-stock/v1/quotations/inquire-daily-overtimeprice,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
35,REST,[국내주식] 기본시세,국내주식 시간외호가,국내주식-077,FHPST02300400,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-overtime-asking-price,https://openapi.koreainvestment.com:9443,모의투자 미지원
36,REST,[국내주식] 기본시세,주식현재가 당일시간대별체결,v1_국내주식-023,FHPST01060000,FHPST01060000,GET,/uapi/domestic-stock/v1/quotations/inquire-time-itemconclusion,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
37,REST,[국내주식] 기본시세,주식현재가 시세2,v1_국내주식-054,FHPST01010000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-price-2,https://openapi.koreainvestment.com:9443,모의투자 미지원
38,REST,[국내주식] 기본시세,주식일별분봉조회,국내주식-213,FHKST03010230,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-time-dailychartprice,https://openapi.koreainvestment.com:9443,모의투자 미지원
39,REST,[국내주식] 기본시세,국내주식기간별시세(일/주/월/년),v1_국내주식-016,FHKST03010100,FHKST03010100,GET,/uapi/domestic-stock/v1/quotations/inquire-daily-itemchartprice,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
40,REST,[국내주식] 기본시세,NAV 비교추이(일),v1_국내주식-071,FHPST02440200,모의투자 미지원,GET,/uapi/etfetn/v1/quotations/nav-comparison-daily-trend,,
41,REST,[국내주식] 기본시세,주식현재가 호가/예상체결,v1_국내주식-011,FHKST01010200,FHKST01010200,GET,/uapi/domestic-stock/v1/quotations/inquire-asking-price-exp-ccn,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
42,REST,[국내주식] 기본시세,주식현재가 체결,v1_국내주식-009,FHKST01010300,FHKST01010300,GET,/uapi/domestic-stock/v1/quotations/inquire-ccnl,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
43,REST,[국내주식] 기본시세,주식현재가 회원사,v1_국내주식-013,FHKST01010600,FHKST01010600,GET,/uapi/domestic-stock/v1/quotations/inquire-member,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
44,REST,[국내주식] 기본시세,NAV 비교추이(분),v1_국내주식-070,FHPST02440100,모의투자 미지원,GET,/uapi/etfetn/v1/quotations/nav-comparison-time-trend,https://openapi.koreainvestment.com:9443,모의투자 미지원
45,REST,[국내주식] 기본시세,주식현재가 투자자,v1_국내주식-012,FHKST01010900,FHKST01010900,GET,/uapi/domestic-stock/v1/quotations/inquire-investor,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
46,REST,[국내주식] 기본시세,ETF/ETN 현재가,v1_국내주식-068,FHPST02400000,모의투자 미지원,GET,/uapi/etfetn/v1/quotations/inquire-price,https://openapi.koreainvestment.com:9443,모의투자 미지원
47,REST,[국내주식] 기본시세,국내주식 장마감 예상체결가,국내주식-120,FHKST117300C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/exp-closing-price,https://openapi.koreainvestment.com:9443,미지원
48,REST,[국내주식] 기본시세,주식당일분봉조회,v1_국내주식-022,FHKST03010200,FHKST03010200,GET,/uapi/domestic-stock/v1/quotations/inquire-time-itemchartprice,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
49,REST,[국내주식] ELW 시세,ELW 현재가 시세,v1_국내주식-014,FHKEW15010000,FHKEW15010000,GET,/uapi/domestic-stock/v1/quotations/inquire-elw-price,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
50,REST,[국내주식] ELW 시세,ELW 신규상장종목,국내주식-181,FHKEW154800C0,모의투자 미지원,GET,/uapi/elw/v1/quotations/newly-listed,https://openapi.koreainvestment.com:9443,모의투자 미지원
51,REST,[국내주식] ELW 시세,ELW 투자지표추이(일별),국내주식-173,FHPEW02740200,모의투자 미지원,GET,/uapi/elw/v1/quotations/indicator-trend-daily,https://openapi.koreainvestment.com:9443,미지원
52,REST,[국내주식] ELW 시세,ELW 민감도 순위,국내주식-170,FHPEW02850000,모의투자 미지원,GET,/uapi/elw/v1/ranking/sensitivity,https://openapi.koreainvestment.com:9443,모의투자 미지원
53,REST,[국내주식] ELW 시세,ELW 기초자산별 종목시세,국내주식-186,FHKEW154101C0,모의투자 미지원,GET,/uapi/elw/v1/quotations/udrl-asset-price,https://openapi.koreainvestment.com:9443,모의투자 미지원
54,REST,[국내주식] ELW 시세,ELW 종목검색,국내주식-166,FHKEW15100000,모의투자 미지원,GET,/uapi/elw/v1/quotations/cond-search,https://openapi.koreainvestment.com:9443,모의투자 미지원
55,REST,[국내주식] ELW 시세,ELW 변동성 추이(분별),국내주식-179,FHPEW02840300,모의투자 미지원,GET,/uapi/elw/v1/quotations/volatility-trend-minute,https://openapi.koreainvestment.com:9443,모의투자 미지원
56,REST,[국내주식] ELW 시세,ELW 변동성추이(체결),국내주식-177,FHPEW02840100,모의투자 미지원,GET,/uapi/elw/v1/quotations/volatility-trend-ccnl,https://openapi.koreainvestment.com:9443,모의투자 미지원
57,REST,[국내주식] ELW 시세,ELW 당일급변종목,국내주식-171,FHPEW02870000,모의투자 미지원,GET,/uapi/elw/v1/ranking/quick-change,https://openapi.koreainvestment.com:9443,모의투자 미지원
58,REST,[국내주식] ELW 시세,ELW 투자지표추이(분별),국내주식-174,FHPEW02740300,모의투자 미지원,GET,/uapi/elw/v1/quotations/indicator-trend-minute,https://openapi.koreainvestment.com:9443,미지원
59,REST,[국내주식] ELW 시세,ELW 기초자산 목록조회,국내주식-185,FHKEW154100C0,모의투자 미지원,GET,/uapi/elw/v1/quotations/udrl-asset-list,https://openapi.koreainvestment.com:9443,모의투자 미지원
60,REST,[국내주식] ELW 시세,ELW 변동성 추이(일별),국내주식-178,FHPEW02840200,모의투자 미지원,GET,/uapi/elw/v1/quotations/volatility-trend-daily,https://openapi.koreainvestment.com:9443,미지원
61,REST,[국내주식] ELW 시세,ELW 거래량순위,국내주식-168,FHPEW02780000,모의투자 미지원,GET,/uapi/elw/v1/ranking/volume-rank,https://openapi.koreainvestment.com:9443,모의투자 미지원
62,REST,[국내주식] ELW 시세,ELW 지표순위,국내주식-169,FHPEW02790000,모의투자 미지원,GET,/uapi/elw/v1/ranking/indicator,https://openapi.koreainvestment.com:9443,모의투자 미지원
63,REST,[국내주식] ELW 시세,ELW 투자지표추이(체결),국내주식-172,FHPEW02740100,모의투자 미지원,GET,/uapi/elw/v1/quotations/indicator-trend-ccnl,https://openapi.koreainvestment.com:9443,미지원
64,REST,[국내주식] ELW 시세,ELW 상승률순위,국내주식-167,FHPEW02770000,모의투자 미지원,GET,/uapi/elw/v1/ranking/updown-rate,https://openapi.koreainvestment.com:9443,모의투자 미지원
65,REST,[국내주식] ELW 시세,ELW 민감도 추이(일별),국내주식-176,FHPEW02830200,모의투자 미지원,GET,/uapi/elw/v1/quotations/sensitivity-trend-daily,https://openapi.koreainvestment.com:9443,미지원
66,REST,[국내주식] ELW 시세,ELW 비교대상종목조회,국내주식-183,FHKEW151701C0,모의투자 미지원,GET,/uapi/elw/v1/quotations/compare-stocks,https://openapi.koreainvestment.com:9443,미지원
67,REST,[국내주식] ELW 시세,ELW 만기예정/만기종목,국내주식-184,FHKEW154700C0,모의투자 미지원,GET,/uapi/elw/v1/quotations/expiration-stocks,https://openapi.koreainvestment.com:9443,미지원
68,REST,[국내주식] ELW 시세,ELW LP매매추이,국내주식-182,FHPEW03760000,,GET,/uapi/elw/v1/quotations/lp-trade-trend,https://openapi.koreainvestment.com:9443,미지원
69,REST,[국내주식] ELW 시세,ELW 민감도 추이(체결),국내주식-175,FHPEW02830100,모의투자 미지원,GET,/uapi/elw/v1/quotations/sensitivity-trend-ccnl,https://openapi.koreainvestment.com:9443,미지원
70,REST,[국내주식] ELW 시세,ELW 변동성 추이(틱),국내주식-180,FHPEW02840400,모의투자 미지원,GET,/uapi/elw/v1/quotations/volatility-trend-tick,https://openapi.koreainvestment.com:9443,미지원
71,REST,[국내주식] 업종/기타,국내주식 예상체결지수 추이,국내주식-121,FHPST01840000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/exp-index-trend,https://openapi.koreainvestment.com:9443,미지원
72,REST,[국내주식] 업종/기타,국내주식업종기간별시세(일/주/월/년),v1_국내주식-021,FHKUP03500100,FHKUP03500100,GET,/uapi/domestic-stock/v1/quotations/inquire-daily-indexchartprice,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
73,REST,[국내주식] 업종/기타,국내업종 시간별지수(분),국내주식-119,FHPUP02110200,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-index-timeprice,https://openapi.koreainvestment.com:9443,미지원
74,REST,[국내주식] 업종/기타,국내업종 구분별전체시세,v1_국내주식-066,FHPUP02140000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-index-category-price,https://openapi.koreainvestment.com:9443,모의투자 미지원
75,REST,[국내주식] 업종/기타,업종 분봉조회,v1_국내주식-045,FHKUP03500200,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-time-indexchartprice,https://openapi.koreainvestment.com:9443,모의투자 미지원
76,REST,[국내주식] 업종/기타,국내휴장일조회,국내주식-040,CTCA0903R,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/chk-holiday,https://openapi.koreainvestment.com:9443,모의투자 미지원
77,REST,[국내주식] 업종/기타,국내주식 예상체결 전체지수,국내주식-122,FHKUP11750000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/exp-total-index,https://openapi.koreainvestment.com:9443,모의투자 미지원
78,REST,[국내주식] 업종/기타,국내업종 현재지수,v1_국내주식-063,FHPUP02100000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-index-price,https://openapi.koreainvestment.com:9443,모의투자 미지원
79,REST,[국내주식] 업종/기타,국내선물 영업일조회,국내주식-160,HHMCM000002C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/market-time,https://openapi.koreainvestment.com:9443,미지원
80,REST,[국내주식] 업종/기타,국내업종 시간별지수(초),국내주식-064,FHPUP02110100,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-index-tickprice,https://openapi.koreainvestment.com:9443,미지원
81,REST,[국내주식] 업종/기타,국내업종 일자별지수,v1_국내주식-065,FHPUP02120000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-index-daily-price,https://openapi.koreainvestment.com:9443,모의투자 미지원
82,REST,[국내주식] 업종/기타,금리 종합(국내채권/금리),국내주식-155,FHPST07020000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/comp-interest,https://openapi.koreainvestment.com:9443,모의투자 미지원
83,REST,[국내주식] 업종/기타,변동성완화장치(VI) 현황,v1_국내주식-055,FHPST01390000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-vi-status,https://openapi.koreainvestment.com:9443,모의투자 미지원
84,REST,[국내주식] 업종/기타,종합 시황/공시(제목),국내주식-141,FHKST01011800,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/news-title,https://openapi.koreainvestment.com:9443,모의투자 미지원
85,REST,[국내주식] 종목정보,상품기본조회,v1_국내주식-029,CTPF1604R,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/search-info,https://openapi.koreainvestment.com:9443,모의투자 미지원
86,REST,[국내주식] 종목정보,예탁원정보(상장정보일정),국내주식-150,HHKDB669107C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/list-info,https://openapi.koreainvestment.com:9443,미지원
87,REST,[국내주식] 종목정보,예탁원정보(공모주청약일정),국내주식-151,HHKDB669108C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/pub-offer,https://openapi.koreainvestment.com:9443,미지원
88,REST,[국내주식] 종목정보,국내주식 재무비율,v1_국내주식-080,FHKST66430300,모의투자 미지원,GET,/uapi/domestic-stock/v1/finance/financial-ratio,https://openapi.koreainvestment.com:9443,모의투자 미지원
89,REST,[국내주식] 종목정보,예탁원정보(자본감소일정),국내주식-149,HHKDB669106C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/cap-dcrs,https://openapi.koreainvestment.com:9443,미지원
90,REST,[국내주식] 종목정보,예탁원정보(무상증자일정),국내주식-144,HHKDB669101C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/bonus-issue,https://openapi.koreainvestment.com:9443,모의투자 미지원
91,REST,[국내주식] 종목정보,국내주식 증권사별 투자의견,국내주식-189,FHKST663400C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/invest-opbysec,https://openapi.koreainvestment.com:9443,미지원
92,REST,[국내주식] 종목정보,국내주식 당사 신용가능종목,국내주식-111,FHPST04770000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/credit-by-company,https://openapi.koreainvestment.com:9443,모의투자 미지원
93,REST,[국내주식] 종목정보,예탁원정보(주식매수청구일정),국내주식-146,HHKDB669103C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/purreq,https://openapi.koreainvestment.com:9443,미지원
94,REST,[국내주식] 종목정보,예탁원정보(액면교체일정),국내주식-148,HHKDB669105C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/rev-split,https://openapi.koreainvestment.com:9443,미지원
95,REST,[국내주식] 종목정보,예탁원정보(배당일정),국내주식-145,HHKDB669102C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/dividend,https://openapi.koreainvestment.com:9443,미지원
96,REST,[국내주식] 종목정보,국내주식 종목투자의견,국내주식-188,FHKST663300C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/invest-opinion,https://openapi.koreainvestment.com:9443,미지원
97,REST,[국내주식] 종목정보,국내주식 안정성비율,v1_국내주식-083,FHKST66430600,모의투자 미지원,GET,/uapi/domestic-stock/v1/finance/stability-ratio,https://openapi.koreainvestment.com:9443,모의투자 미지원
98,REST,[국내주식] 종목정보,국내주식 수익성비율,v1_국내주식-081,FHKST66430400,모의투자 미지원,GET,/uapi/domestic-stock/v1/finance/profit-ratio,https://openapi.koreainvestment.com:9443,모의투자 미지원
99,REST,[국내주식] 종목정보,예탁원정보(실권주일정),국내주식-152,HHKDB669109C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/forfeit,https://openapi.koreainvestment.com:9443,미지원
100,REST,[국내주식] 종목정보,예탁원정보(의무예치일정),국내주식-153,HHKDB669110C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/mand-deposit,https://openapi.koreainvestment.com:9443,미지원
101,REST,[국내주식] 종목정보,국내주식 손익계산서,v1_국내주식-079,FHKST66430200,모의투자 미지원,GET,/uapi/domestic-stock/v1/finance/income-statement,https://openapi.koreainvestment.com:9443,
102,REST,[국내주식] 종목정보,당사 대주가능 종목,국내주식-195,CTSC2702R,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/lendable-by-company,https://openapi.koreainvestment.com:9443,미지원
103,REST,[국내주식] 종목정보,주식기본조회,v1_국내주식-067,CTPF1002R,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/search-stock-info,https://openapi.koreainvestment.com:9443,모의투자 미지원
104,REST,[국내주식] 종목정보,예탁원정보(유상증자일정),국내주식-143,HHKDB669100C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/paidin-capin,https://openapi.koreainvestment.com:9443,모의투자 미지원
105,REST,[국내주식] 종목정보,예탁원정보(주주총회일정),국내주식-154,HHKDB669111C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/sharehld-meet,https://openapi.koreainvestment.com:9443,모의투자 미지원
106,REST,[국내주식] 종목정보,국내주식 성장성비율,v1_국내주식-085,FHKST66430800,모의투자 미지원,GET,/uapi/domestic-stock/v1/finance/growth-ratio,https://openapi.koreainvestment.com:9443,모의투자 미지원
107,REST,[국내주식] 종목정보,국내주식 대차대조표,v1_국내주식-078,FHKST66430100,모의투자 미지원,GET,/uapi/domestic-stock/v1/finance/balance-sheet,https://openapi.koreainvestment.com:9443,모의투자 미지원
108,REST,[국내주식] 종목정보,예탁원정보(합병/분할일정),국내주식-147,HHKDB669104C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ksdinfo/merger-split,https://openapi.koreainvestment.com:9443,미지원
109,REST,[국내주식] 종목정보,국내주식 종목추정실적,국내주식-187,HHKST668300C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/estimate-perform,https://openapi.koreainvestment.com:9443,미지원
110,REST,[국내주식] 종목정보,국내주식 기타주요비율,v1_국내주식-082,FHKST66430500,모의투자 미지원,GET,/uapi/domestic-stock/v1/finance/other-major-ratios,https://openapi.koreainvestment.com:9443,모의투자 미지원
111,REST,[국내주식] 시세분석,프로그램매매 종합현황(시간),국내주식-114,FHPPG04600101,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/comp-program-trade-today,https://openapi.koreainvestment.com:9443,미지원
112,REST,[국내주식] 시세분석,국내주식 신용잔고 일별추이,국내주식-110,FHPST04760000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/daily-credit-balance,https://openapi.koreainvestment.com:9443,모의투자 미지원
113,REST,[국내주식] 시세분석,시장별 투자자매매동향(일별),국내주식-075,FHPTJ04040000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-investor-daily-by-market,https://openapi.koreainvestment.com:9443,미지원
114,REST,[국내주식] 시세분석,국내주식 공매도 일별추이,국내주식-134,FHPST04830000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/daily-short-sale,https://openapi.koreainvestment.com:9443,미지
115,REST,[국내주식] 시세분석,종목별 투자자매매동향(일별),종목별 투자자매매동향(일별),FHPTJ04160001,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/investor-trade-by-stock-daily,https://openapi.koreainvestment.com:9443,모의투자 미지원
116,REST,[국내주식] 시세분석,종목조건검색 목록조회,국내주식-038,HHKST03900300,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/psearch-title,https://openapi.koreainvestment.com:9443,모의투자 미지원
117,REST,[국내주식] 시세분석,국내주식 상하한가 포착,국내주식-190,FHKST130000C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/capture-uplowprice,https://openapi.koreainvestment.com:9443,미지원
118,REST,[국내주식] 시세분석,프로그램매매 종합현황(일별),국내주식-115,FHPPG04600001,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/comp-program-trade-daily,https://openapi.koreainvestment.com:9443,모의투자 미지원
119,REST,[국내주식] 시세분석,종목별 일별 대차거래추이,국내주식-135,HHPST074500C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/daily-loan-trans,https://openapi.koreainvestment.com:9443,미지원
120,REST,[국내주식] 시세분석,종목조건검색조회,국내주식-039,HHKST03900400,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/psearch-result,https://openapi.koreainvestment.com:9443,모의투자 미지원
121,REST,[국내주식] 시세분석,국내주식 매물대/거래비중,국내주식-196,FHPST01130000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/pbar-tratio,https://openapi.koreainvestment.com:9443,미지원
122,REST,[국내주식] 시세분석,국내기관_외국인 매매종목가집계,국내주식-037,FHPTJ04400000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/foreign-institution-total,https://openapi.koreainvestment.com:9443,모의투자 미지원
123,REST,[국내주식] 시세분석,관심종목 그룹별 종목조회,국내주식-203,HHKCM113004C6,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/intstock-stocklist-by-group,https://openapi.koreainvestment.com:9443,미지원
124,REST,[국내주식] 시세분석,주식현재가 회원사 종목매매동향,국내주식-197,FHPST04540000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-member-daily,https://openapi.koreainvestment.com:9443,미지원
125,REST,[국내주식] 시세분석,종목별 프로그램매매추이(일별),국내주식-113,FHPPG04650201,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/program-trade-by-stock-daily,https://openapi.koreainvestment.com:9443,미지원
126,REST,[국내주식] 시세분석,관심종목 그룹조회,국내주식-204,HHKCM113004C7,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/intstock-grouplist,https://openapi.koreainvestment.com:9443,미지원
127,REST,[국내주식] 시세분석,종목별 외인기관 추정가집계,v1_국내주식-046,HHPTJ04160200,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/investor-trend-estimate,https://openapi.koreainvestment.com:9443,모의투자 미지원
128,REST,[국내주식] 시세분석,종목별일별매수매도체결량,v1_국내주식-056,FHKST03010800,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-daily-trade-volume,https://openapi.koreainvestment.com:9443,모의투자 미지원
129,REST,[국내주식] 시세분석,국내주식 체결금액별 매매비중,국내주식-192,FHKST111900C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/tradprt-byamt,https://openapi.koreainvestment.com:9443,미지원
130,REST,[국내주식] 시세분석,프로그램매매 투자자매매동향(당일),국내주식-116,HHPPG046600C1,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/investor-program-trade-today,https://openapi.koreainvestment.com:9443,미지원
131,REST,[국내주식] 시세분석,국내 증시자금 종합,국내주식-193,FHKST649100C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/mktfunds,https://openapi.koreainvestment.com:9443,미지원
132,REST,[국내주식] 시세분석,국내주식 예상체결가 추이,국내주식-118,FHPST01810000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/exp-price-trend,https://openapi.koreainvestment.com:9443,모의투자 미지원
133,WEBSOCKET,[국내주식] 시세분석,회원사 실시간 매매동향(틱),국내주식-163,FHPST04320000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/frgnmem-trade-trend,https://openapi.koreainvestment.com:9443,모의투자 미지원
134,REST,[국내주식] 시세분석,시장별 투자자매매동향(시세),v1_국내주식-074,FHPTJ04030000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-investor-time-by-market,https://openapi.koreainvestment.com:9443,모의투자 미지원
135,REST,[국내주식] 시세분석,종목별 프로그램매매추이(체결),v1_국내주식-044,FHPPG04650101,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/program-trade-by-stock,https://openapi.koreainvestment.com:9443,모의투자 미지원
136,REST,[국내주식] 시세분석,외국계 매매종목 가집계,국내주식-161,FHKST644100C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/frgnmem-trade-estimate,https://openapi.koreainvestment.com:9443,미지원
137,REST,[국내주식] 시세분석,국내주식 시간외예상체결등락률,국내주식-140,FHKST11860000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/overtime-exp-trans-fluct,https://openapi.koreainvestment.com:9443,모의투자 미지원
138,REST,[국내주식] 시세분석,종목별 외국계 순매수추이,국내주식-164,FHKST644400C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/frgnmem-pchs-trend,https://openapi.koreainvestment.com:9443,미지원
139,REST,[국내주식] 시세분석,관심종목(멀티종목) 시세조회,국내주식-205,FHKST11300006,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/intstock-multprice,https://openapi.koreainvestment.com:9443,미지원
